source_position,item_code,uom,display_name,category,detected_brand,detected_model,official_product_page,official_image_url,model_string_in_page,match_confidence,model_exact,finish_exact,queries_run,pages_opened,researcher_decision,reason
3485,TOO-COM-IRO-BUL-41MM,PCS,41MM Iron Bull Spanner,Hand Tools,Iron Bull,41MM spanner,,,,none,no,unknown,"q4: theleedenstore.com.my onsite ?s=spanner (15 hits, Stanley/DeWalt only)",https://www.leeden.com.my | https://theleedenstore.com.my | https://theleedenstore.com.my/?s=spanner&post_type=product,no_official_source,41mm Iron Bull spanner is house-label style; Leeden authorised-distributor catalogue stocks only Stanley/DeWalt hand tools; no official brand site exists.
3175,WAL-DOW-NF-1801/12OP,PCS,12 Lamp Globe Shape,Lighting,,NF-1801/12OP,,,,none,no,unknown,,,no_official_source,"Unbranded lighting SKU (item-code NF-1801/12OP, 12-lamp globe pendant); no manufacturer identifiable, no plausible official domain; search engines unavailable this session."
3239,BOA-GYP-09MM,PCS,4 X 8 X 9.0MM Prima Flat Sheet,Building Materials,Prima,9MM flat sheet,,,,none,no,unknown,direct:prima.com.my [transport error] | direct:primaboard.com.my [transport error],https://www.prima.com.my (transport error) | https://primaboard.com.my (transport error),no_official_source,4x8ft 9mm Prima flat gypsum sheet: candidate brand domains unresolvable; appears generic/import board with no verifiable brand-owner page or spec sheet.
5576,TOO-HAM-SLE-8P,PCS,Double Face Sledge Hammer - 8P,Hand Tools,,8P sledge hammer,,,,none,no,unknown,,,no_official_source,"Double-face sledge hammer 8P carries no brand or model string; generic hand tool, impossible to anchor to any official product page."
4206,PUM-ORI-44GAL,PCS,Oriental Hand Rotary Pump,Pumps & Water,Oriental,hand rotary pump,,,,none,no,unknown,websearch [429],,no_official_source,"'Oriental' hand rotary barrel pump: no identifiable brand-owner or OEM site; search providers rate-limited (429), so no official PDP or datasheet could be located."
2703,KGR-COM-7KG,TIN,Kangaroo Brand 7 KG Bituminous Compound,Paint & Sundries,Kangaroo,7KG bituminous compound,,,,none,no,unknown,q1: Kangaroo Brand bituminous compound Malaysia [429 x3] | direct:kangaroo.com.my [transport error] | direct:kangaroobrand.com.my [transport error] | direct:kangarootrade.com.my [transport error],https://www.kangaroo.com.my (transport error) | https://kangaroobrand.com.my (transport error) | https://www.kangarootrade.com.my (transport error),no_official_source,"Kangaroo Brand 7kg bituminous compound: all plausible brand-owner domains DNS-unresolvable; every search channel blocked; cannot verify any official page, PDF, or distributor PDP."
5763,TOO-SOC-SET-0955X24,SET,R'key Drive Socket Set 0955,Hand Tools,R'key,0955 socket set,,,,none,no,unknown,q4: theleedenstore brand-scope review vs R'key socket set 0955X24,https://www.leeden.com.my | https://theleedenstore.com.my | https://theleedenstore.com.my/?s=spanner&post_type=product,no_official_source,R'key drive socket set 0955 (24pc) is house-label; authorised distributor Leeden stocks Stanley/DeWalt exclusively; no OEM or brand-owner page exists.
3262,ELE-PEN-81219/3-E27,PCS,81219/3 Pendant Lamp Round Base,Lighting,,81219/3 E27,,,,none,no,unknown,,,no_official_source,81219/3 E27 round-base pendant lamp: unbranded lighting SKU with numeric model only; no manufacturer identifiable; search channels unavailable to trace an official source.
5979,TOO-CUT-STA-992014563,PCS,10 (yellow) Aviation Snip-straight,Hand Tools,,,,,,none,no,unknown,"q1: ""aviation snip"" yellow site:.com.my",,no_official_source,Unbranded commodity snip; no brand/model to verify. Only retailer listings (HomePro Kinzo) found; retailers fail candidate bar.
2887,HOS-CLE-01930,COIL,19MM X 30M Clear Hose,Outdoor & Garden,,01930,,,,none,no,unknown,"q1: ""clear hose"" ""19mm"" ""30m"" Malaysia water",,no_official_source,"Generic clear PVC hose coil, no brand/model. Search returned foreign retailer/OEM listings only; no official brand-owner source exists."
6859,BRA-S/S-MULTI-XL,PCS,Multi Functional S/steel Angle Bracket XL Size,Plumbing,,,,,,none,no,unknown,"q1: ""angle bracket"" stainless steel Malaysia heavy duty XL",,no_official_source,Unbranded generic bracket; no identifiable brand/model. Vuetrade/Sugatsune hits are unrelated SKUs; nothing matches this listing.
4700,TOPLUS-570-07L,CAN,7L Toplus Emulsion 570 Greenville,Paint & Sundries,Toplus,570 Greenville,https://smart-paints.com/file/toplus_emulsion/tds.pdf,,Toplus Emulsion Paint is an economical decorative finish; colour 570 Greenville not in page text,medium,no,unknown,"q1: ""Toplus"" emulsion 570 paint Malaysia | q1: ""Toplus"" emulsion 570 Greenville | q5: smart-paints.com Toplus emulsion product",https://smart-paints.com/,no_official_source,Official Smart Paint Mfg Sdn Bhd TDS covers Toplus Emulsion line but colour 570 GREENVILLE confirmed only on marketplace colour lists and TDS carries no per-colour image; no model-exact image URL exists yet.
4202,OIL-CAN-3L,PCS,Oil Can 3L,Automotive,,,,,,none,no,unknown,"q1: ""oil can"" 3 litre pump Malaysia hardware automotive",,no_official_source,Generic unbranded 3L oil can; results only retailer/marketplace categories. No official brand-owner or spec sheet for this item.
6026,NP-BAR-427-1L,TIN,1L Bintang Automotive Refinish 427 Deep Green,Automotive,Nippon Paint Bintang,427 Deep Green,https://www.nipponpaint.com.my/product/bintang-automotive-refinish/,,Bintang Automotive Refinish (brand page); code 427 Deep Green absent from page/TDS,medium,no,no,"q1: ""Bintang"" automotive refinish paint Malaysia 427 | q1: nippon bintang refinish colour 427 deep green",https://www.nipponpaint.com.my/product/bintang-automotive-refinish/ | https://resourcehub.enipponpaint.com/my/filestore/8/5/4/9/9_bdc5d60cb94b9e1/99458_b2774b7fc244f0d.pdf,no_official_source,Official Nippon Paint MY brand PDP matches product line verbatim but page photo is a family shot and colour code 427 Deep Green is absent from page and TDS; no model+colour exact image available at tier 1.
4091,SAF-SLI-GLO-3TON5M,LGTH,Webbing Sling (glolift) 75MM 3 Ton X 5M,Lifting & Rigging,Glolift,Webbing Sling 75MM 3Ton x 5M,,,,low,no,unknown,"q1: ""glolift"" webbing sling Malaysia | q2: ""glolift"" lifting sling brand | q5: ""glolift"" sling manufacturer",https://www.highwaymarketingsb.com/brand/15-glolift,no_official_source,Glolift brand sold via retailers (Lazada/buildingmaterials/Highway) but no manufacturer site or authorised-distributor PDP found; Highway Glolift brand page lists zero products.
6960,SWI-ADA-TRA-UNI,PCS,Universal Multi Travel Adaptor USB Uni,Electrical,Uni,Universal Multi Travel Adaptor USB,,,,none,no,unknown,"q1: ""travel adaptor"" USB universal Malaysia uni brand official",,no_official_source,"Generic multi travel adaptor; 'Uni' brand unverifiable. Results show unrelated brands (Momax, Promate, gifts suppliers); no official source for this SKU."
4265,OIL-CAN-1L,PCS,Oil Can 1L,Automotive,,,,,,none,no,unknown,"q1: ""oil can"" litre pump Malaysia hardware automotive",,no_official_source,"Generic unbranded 1L oil can, same category search as 4202; only retailer/marketplace listings exist, no official brand-owner source."
6030,PYE-WATER-LOCK-1.5KG,TIN,PYE Water-lock 1.5KG,Locks & Security,PYE,Water-Lock WLWE 1.5KG,https://pye.sensephone.net/upload/product/105/Waterproof_Coating-PYE_Water-Lock.pdf,https://gidci.com.ph/wp-content/uploads/2021/03/pye-waterlock-1.5kg.png,"PYE WATER-LOCK is an Acrylic Based Masonry Waterproofer ... PACKING 1.5kg, 4kg & 20kg",high,yes,yes,"q1: ""PYE"" water-lock 1.5kg Malaysia | q1: site:pyeproducts.com water-lock",https://www.pyeproducts.com/ | https://www.pyeproducts.com/product/cat/6/protective-waterproof-coating | https://pye.sensephone.net/upload/product/105/Waterproof_Coating-PYE_Water-Lock.pdf | https://gidci.com.ph/brands/pye/pye-cementitious-waterproofing/pye-water-lock/,candidate,"Official PYE Products (M) Sdn Bhd TDS/MSDS (brand-host pye.sensephone.net) name WATER-LOCK code WLWE, packing 1.5kg matches; gidci.com.ph authorised-PYE-distributor page quotes the model and shows the 1.5kg pack photo. Caveat: distributor is PH not MY."
6170,MEA-TAP-STE-2067#-30M,PCS,M'man 30M Steel Tape 2067 - 30M,Hand Tools,M'man,2067 steel tape,,,,none,no,unknown,"q2: ""2067"" ""M'man"" official [429] | q5: ""M'man"" tape distributor Malaysia [429] | direct:mman.com.my [fail]",,no_official_source,M'man is a Malaysian hardware house label; no brand website resolvable and search provider returned HTTP429 on every query; no authorised distributor PDP findable.
7025,TOO-PLU-COU-SMY-RND,PCS,Quick Coupler Three Way-round,Power Tool Accessories,Quick,Three Way-round coupler,,,,none,no,unknown,q2: quick coupler three way round official [429] | q6: quick coupler authorised dealer [429],,no_official_source,"Generic unbranded pneumatic quick coupler described by function; item-code fragments SMY/SMV look like internal supplier codes, not traceable manufacturer models."
4172,SAF-SLI-GLO-3TON4M,LGTH,Webbing Sling (glolift) 75MM 3 Ton X 4M,Lifting & Rigging,Glolift,75MM 3 Ton X 4M,,,,none,no,unknown,q2: Glolift webbing sling official [429] | q5: Glolift distributor Malaysia [429] | direct:glolift.com/.com.my/.my [unresolvable],,no_official_source,Glolift lifting-sling house label; every plausible official domain failed to resolve; Bing direct fetch returned unrelated junk; no authorised distributor PDP verifiable under rate limits.
6016,CUT-SAW-SET-BLM8,PCS,Sensui Sawset Plier 8,Hand Tools,Sensui,Sawset Plier 8,,,,none,no,unknown,"q1: ""Sensui"" ""Saw Set"" plier site:.com.my [429] | direct:sensui.com.my / sensuitools.com / .com.my [parked/unreachable]",,no_official_source,Sensui tools circulate via marketplaces only; sensui.com is parked for sale and all .com.my variants unreachable; saw-set plier size '8' has no official page or PDF.
6346,MIDDY-CORNER OUT-G100CO-W,PCS,Middy:corner Out (white),Other,Middy,G100CO corner out white,https://middy.com.my/product/,,,low,no,unknown,"q2: ""G100CO"" Middy official | q3: G100CO filetype:pdf | direct: middy.com.my + wp-sitemap.xml + page-sitemap.xml | jina reader proxy of catalogue PDF x2",https://middy.com.my/ | https://middy.com.my/product/ | https://middy.com.my/page-sitemap.xml,no_official_source,"Official maker Middy Industries (middy.com.my) live with G100 White Series matching code shape, but exact accessory G100CO exists only inside a >5MB catalogue PDF that webfetch, curl download, jina proxy and archive CDX could not surface; model string never seen in opened page text."
4207,SAF-SLI-GLO-2TON6M,LGTH,Webbing Sling (glolift) 50MM 2 Ton X 6M,Lifting & Rigging,Glolift,50MM 2 Ton X 6M,,,,none,no,unknown,q2: Glolift webbing sling official [429] | q5: Glolift distributor Malaysia [429] | direct:glolift.com/.com.my/.my [unresolvable],,no_official_source,"Same Glolift house-label situation as the 75mm sibling SKU; no official domain resolves and rate-limited search yielded nothing, so no authorised distributor page obtainable."
6531,IND-DUS-GLO-120L-TYRE,PCS,120 Liter Dustbin - Tyre,Automotive,Glomax,120L Tyre dustbin,,,,none,no,unknown,"q2: ""Glomax"" 120 liter dustbin official [429] | q5: Glomax dustbin distributor Malaysia [429] | direct:glomax.com.my / glomax.com [unreachable]",,no_official_source,"Glomax plastic-products house label; both plausible domains unreachable; display name carries no model code beyond size/colourway, so no verifiable official source exists."
6137,"CUT-KNIFE-12""-KWONG",PCS,13 Kwong Knife,Abrasives & Cutting,Kwong,13 inch knife,,,,none,no,unknown,"q2: ""Kwong"" knife official [429] | q6: Kwong knife authorised dealer [429]",,no_official_source,"'Kwong' reads as a trading-supplier surname rather than a consumer brand; no plausible official domain to probe and search provider was rate-limited throughout, so nothing verifiable."
7136,TOO-PLU-COU-SMV-RND,PCS,Quick Coupler Two Way-round,Power Tool Accessories,Quick,Two Way-round coupler,,,,none,no,unknown,q2: quick coupler two way round official [429] | q6: quick coupler authorised dealer [429],,no_official_source,"Sibling of the three-way coupler: generic unbranded pneumatic fitting named by function; SMV item-code fragment is an internal supplier reference, not an OEM model."
3273,SCP-PLA-EXT-5KG,CAN,5KG Scp Exterior Skim Plasta,Paint & Sundries,SCP,Exterior Skim Plasta 5KG,,,,none,no,unknown,"q2: ""Skim Plasta"" SCP exterior official [429] | q5: SCP skim plasta distributor Malaysia [429] | direct:scppaints.com.my / scppaints.com / scp-paints.com.my [fail]; scp.com.my = unrelated SCP Automation",https://scp.com.my/,no_official_source,"All paint-brand SCP domain guesses unreachable; scp.com.my resolved to SCP Automation industrial chillers, an unrelated company; 'Skim Plasta' product line has no locatable official owner site."
5383,TOO-ELE-GUN-MGG01-60W,PCS,60W Hot Glue Gun,Chemicals & Adhesives,,,,,,none,no,unknown,,,no_official_source,No brand or model detected on item; tier-1 brand/model queries not constructible; generic hot glue gun has no identifiable official source.
6305,RAI-SUI-SUP-M,PCS,Supersonic PVC Rain Suit Trouser : M,Curtains & Blinds,Supersonic,Rain Suit Trouser M,,,,none,no,unknown,direct:supersonic.com.my [unresolvable] | direct:supersonic2u.com [unresolvable],https://supersonic.com.my | https://supersonic2u.com,no_official_source,House label rain suit; both plausible official domains failed to resolve; websearch fleet-rate-limited (429); no official brand-owner page found.
6306,RAI-SUI-SUP-XL,PCS,Supersonic PVC Rain Suit Trouser : XL,Curtains & Blinds,Supersonic,Rain Suit Trouser XL,,,,none,no,unknown,direct:supersonic.com.my [unresolvable] | direct:supersonic2u.com [unresolvable],https://supersonic.com.my | https://supersonic2u.com,no_official_source,"Same Supersonic house-label trouser, XL size; official domain probes dead-ended; no official PDP or spec sheet located."
4374,SAF-SLI-GLO-2TON5M,LGTH,Webbing Sling (glolift) 50MM 2 Ton X 5M,Lifting & Rigging,Glolift,50MM 2 Ton X 5M,,,,none,no,unknown,direct:glolift.com [transport fail],https://glolift.com,no_official_source,Glolift domain probe transport-failed; no official manufacturer site reachable; sling spec string unverifiable in any fetched page.
3982,SHO-BLACKRINO-05387,PCS,Br 8012 1.5M Blackrino H/duty Shower Hose,Bathroom,Blackrino,BR8012,,,,none,no,unknown,direct:blackrino.com [empty content] | direct:blackrino.com.my [unresolvable],https://blackrino.com | https://blackrino.com.my,no_official_source,"Blackrino is a house label; blackrino.com returned empty content, .com.my unresolvable; BR8012 not verifiable on any official page."
6428,"TOO-DRV-STA-TAN-8MM-12""X#3(+) 996065260",PCS,Tank Thru Screwdriver - 8MM X 12 X 3 (+),Hand Tools,Tank,996065260 screwdriver,,,,none,no,unknown,q5: Tank hand tools Malaysia [429] | direct:tank.com.my [fail] | direct:tanktools.com [fail],https://tank.com.my | https://tanktools.com | https://www.tanktools.com,no_official_source,Tank hand-tool domains all dead-ended; reserved websearch quota consumed by 429 block; no official Tank page with this screwdriver found.
4885,WOR-MARK-X-CHA-5502,PCS,Worker Charger - 5502,Power Tools,Worker,Charger 5502,,,,none,no,unknown,q2: Worker battery charger 5502 power tools Malaysia [429] | direct:worker.com.my [unresolvable],https://www.worker.com.my,no_official_source,worker.com.my unresolvable; targeted websearch blocked by fleet-wide HTTP 429; charger model 5502 has no verified official source.
5418,TOO-PLI-CRI-STA-225,PCS,9 Crimping Pliers,Power Tools,Sensui,225 crimping pliers,,,,none,no,unknown,direct:sensui.com.my [fail],https://sensui.com.my,no_official_source,Display name lacks brand/model; item code implies Sensui 225 house-label pliers; sensui.com.my probe failed; no official page found.
6435,CAR-WAX-LV-OIL,PCS,Luxewood Vitality Oil,Automotive,Luxewood,Vitality Oil,,,,none,no,unknown,direct:luxewood.com.my [transport fail],https://luxewood.com.my,no_official_source,luxewood.com.my transport-failed; no official Luxewood site reachable; product name unverifiable in any fetched official page.
6504,"SHH-ROU-LAN-NET-17""",PCS,Round Landing Net 17 PE Net,Fishing & Tackle,,Round Landing Net 17 PE,,,,none,no,unknown,,,no_official_source,No brand detected on generic fishing landing net; tier-1 brand/model queries not constructible; commodity tackle without official brand-owner presence.
7176,"VAL-CHE-BRA-VIP523-1""",PCS,Spring Check Valve: Brass Vip 523 1,Plumbing,VIP,523 check valve 1 inch,,,,none,no,unknown,"q1: ""VIP"" ""523"" site:.com.my [429] | q4: site:vip.com.my [fail] | direct:vipvalve.com [fail]",https://www.vip.com.my (transport error) | https://vipvalve.com (transport error),no_official_source,VIP valve maker domains unreachable (transport errors); websearch rate-limited. No verifiable official PDP for brass check valve VIP 523 1-inch.
