item_code,uom,tiers_tried,prior_decision,prior_page,prior_image,prior_reason
CLI-HOS-13-19,PCS,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[PVC Wing Hose Clip 13-19, detected_model WH300 (same WH300 family as pos 2856). q:""WH300"" hose clip PVC wing -> nothing; wing-type hose clips online are Jubilee/TIMco/Boltza (UK) or generic MY dealers. No WH300-branded page anywhere. generic_unbranded + model_untraceable -> reject.]| r4:pending log[BLOCKER session: websearch provider HTTP429(parallel.ai) on 11 attempts over ~60min incl backoffs; alt engines bot-walled: Bing SERP query-unrelated junk, DDG html+lite captcha, Mojeek 403, Marginalia bot-gate loop, SearX.be/Startpage JS-verify, Ecosia 403; p:https://www.leeden.com.my/ fetched200 corporate welding/safety site, no catalogue for this class; TIER2 intent q:'WH300 wing hose clip 13-19' UNRUN; sibling of ord53 WH300 - shared-hero collision risk if one resolves]| r5:exhausted log[q:""hose clip stainless steel 13-23mm Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; distributor pages list Brand ""-"" confirming unbranded commodity ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
X-ADH-TAP-MWP037A,PCS,1,pending,,,"seed: action=search; prior_decision=; prior_source= | r1:pending log[Vago Seal Tape 12MMX0.075MMX15M. q:""Vago"" seal tape thread seal Malaysia -> p:lazada listing 'VAGO PTFE Plumbing Thread Seal Tape / White Tape ... 12mm x 0.075mm' spec matches catalogue exactly incl white; og:image fetched 720px. Also chenghuat.com.my 'VAGO HEAVY DUTY PTPE TAPE 19MM X 0.1MM X 15M' (different size) and engtex/engsenghan 'Wago Brand' PTFE (different brand WAGO). NO Vago OEM/official site exists anywhere -> per protocol marketplace allowed when no OEM page exists. Downgraded from candidate to pending because roll length 15M not visible in fetched title/excerpt (only 12x0.075 proven) and marketplace authenticity unverifiable.]| r4:pending log[BLOCKER session: websearch provider HTTP429(parallel.ai) on 11 attempts over ~60min incl backoffs; alt engines bot-walled: Bing SERP query-unrelated junk, DDG html+lite captcha, Mojeek 403, Marginalia bot-gate loop, SearX.be/Startpage JS-verify, Ecosia 403; p:https://www.leeden.com.my/ fetched200 corporate welding/safety site, no catalogue for this class; TIER2 intent q:'Vago seal tape MWP037A' UNRUN; Vago brand + MWP037A unresolved offline]"
SOC-PVC-BOX-6MM,PCS,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[PVC 2WAY Box 3/4. q:""PVC 2 way box"" 3/4 conduit junction Malaysia -> p:kvc.com.my 'PVC BOX 2 WAY 20MM (3/4'') WHITE' MPN IWCB 20-2W (importer part, KVC industrial distributor), Lazada/Shopee generic conduit boxes. Item code says 6MM vs display 3/4(=20MM) internally inconsistent; commodity unbranded box, no OEM page. generic_unbranded + size_conflict_in_catalogue_row -> reject.]| r4:pending log[BLOCKER session: websearch provider HTTP429(parallel.ai) on 11 attempts over ~60min incl backoffs; alt engines bot-walled: Bing SERP query-unrelated junk, DDG html+lite captcha, Mojeek 403, Marginalia bot-gate loop, SearX.be/Startpage JS-verify, Ecosia 403; p:https://www.leeden.com.my/ fetched200 corporate welding/safety site, no catalogue for this class; generic unbranded junction box; mandated queries UNRUN -> generic_unbranded+search_down]| r5:exhausted log[q:""PVC tee reducer elbow 32mm fitting Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MS628-standard fittings sold as No-Brand; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
"CLI-HOS-GP-7/8""",PCS,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[GP S/steel Hose Clip 7/8in (13-23MM). Same generic family as pos 3311: q:stainless hose clip 13-23mm Malaysia -> B.I.Care/KOW HOCK (other brand), velocitydiy, ProHome88 marketplace, wthose supplier pages. 'GP'=general purpose, no brand. No OEM page. generic_unbranded -> reject.]| r4:pending log[BLOCKER session: websearch provider HTTP429(parallel.ai) on 11 attempts over ~60min incl backoffs; alt engines bot-walled: Bing SERP query-unrelated junk, DDG html+lite captcha, Mojeek 403, Marginalia bot-gate loop, SearX.be/Startpage JS-verify, Ecosia 403; p:https://www.leeden.com.my/ fetched200 corporate welding/safety site, no catalogue for this class; generic unbranded hose clip 13-23MM; mandated queries UNRUN -> generic_unbranded+search_down]| r5:exhausted log[q:""hose clip stainless steel 13-23mm Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; distributor pages list Brand ""-"" confirming unbranded commodity ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
SWI-S/SKT-LWD-4013-13A,PCS,1|2,pending,https://www.homepro.com.my/p/1007443,https://statice.homepro.co.th/homepromy/ART_IMAGE/10/074/1007443/1000x1000/09052025_1007443$Imagec1.jpg,"seed: action=search; prior_decision=; prior_source= | r1:candidate/verify:fail log[NNE 13A S/skt model 813/S. q:""NNE"" 13A switch socket outlet 813 Malaysia -> p:homepro.com.my/p/1007443 titled '13A 1G FLUSH SWITCH SOCKET OUTLET 813/S NNE', SKU 1007443, page text: 'SIRIM Approved / High Impact Polycarbonate / FIRE RESISTANCE BODY'; model string '813/S NNE' seen literally in title. HomePro MY is a major electrical retail chain (og:image 1000x1000 product photo). NNE brand has no accessible OEM site (nne.com is unrelated pharma engineering) -> retailer page acceptable under no-OEM rule. Colour not stated on page -> finish unproven, confidence B.] verifier[HomePro MY p1007443 page text is NNE '13A 1G FLUSH SWITCH SOCKET OUTLET 813/S' brand NNE WHITE - item tokens LWD and 4013 appear nowhere on page so coded listing identity unproven; img jpeg 1000x1000 66143B otherwise compliant]| r2:pending log[tranche-2 bulk triage | homepro.com.my retailer listing NNE 13A stainless switch socket 813/S | q:group searches logged in tranche-1 rows this session | p:https://www.homepro.com.my/p/1007443 carried forward for programmatic reverify (bytes+dims+model-text) || AUTO-DEMOTED: model_absent in cached page text; keep leads p:https://www.homepro.com.my/p/1007443]| r4:pending log[BLOCKER session: websearch provider HTTP429(parallel.ai) on 11 attempts over ~60min incl backoffs; alt engines bot-walled: Bing SERP query-unrelated junk, DDG html+lite captcha, Mojeek 403, Marginalia bot-gate loop, SearX.be/Startpage JS-verify, Ecosia 403; p:https://www.leeden.com.my/ fetched200 corporate welding/safety site, no catalogue for this class; tiers 1|2 consumed by slot A; my T3 also requires search: 429 x11 + walls; T3 intents q:'NNE 4013 13A switched socket 813/S' q:'NNE metalclad MY' UNRUN; prior pending stands]"
"CLI-HOS-GP-1.1/2""",PCS,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[GP S/steel Hose Clip 1.1/2in (21-38MM). Same generic family as 3311/3398; q:hose clip 21-38mm stainless Malaysia -> generic dealers only (wthose.com.my hose clip supplier since 1996, no brand SKU pages). No OEM page. generic_unbranded -> reject.]| r4:pending log[BLOCKER session: websearch provider HTTP429(parallel.ai) on 11 attempts over ~60min incl backoffs; alt engines bot-walled: Bing SERP query-unrelated junk, DDG html+lite captcha, Mojeek 403, Marginalia bot-gate loop, SearX.be/Startpage JS-verify, Ecosia 403; p:https://www.leeden.com.my/ fetched200 corporate welding/safety site, no catalogue for this class; generic unbranded clip 21-38MM; mandated queries UNRUN -> generic_unbranded+search_down]| r5:exhausted log[q:""hose clip stainless steel 13-23mm Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; distributor pages list Brand ""-"" confirming unbranded commodity ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
DOR-STO-25X25MM,PCS,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[Red Rubber Door Stopper 25X25MM. q:red rubber door stopper 25mm Malaysia; q:rubber door stop hardware Malaysia -> generic hardware dealers/marketplace only, unbranded commodity. No OEM page. generic_unbranded -> reject.]| r4:pending log[BLOCKER session: websearch provider HTTP429(parallel.ai) on 11 attempts over ~60min incl backoffs; alt engines bot-walled: Bing SERP query-unrelated junk, DDG html+lite captcha, Mojeek 403, Marginalia bot-gate loop, SearX.be/Startpage JS-verify, Ecosia 403; p:https://www.leeden.com.my/ fetched200 corporate welding/safety site, no catalogue for this class; generic unbranded rubber door stopper; mandated queries UNRUN -> generic_unbranded+search_down]| r5:exhausted log[q:""door stopper getah merah transparent Malaysia"" ; tier1:no-oem-found ; t3:Rugaval/Rubber-KU make similar red rubber stoppers but sizes/packaging differ from house item; not a confirmed match ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
SWI-PLU-MK-654-13A,PCS,1|2,candidate,https://www.sierraplus.com.my/mk-654-13amp-plug-top-sirim-white,https://www.sierraplus.com.my/image/sponline/image/cache/data/all_product_images/product-806/mk-654-13amp-plug-top-sirim-white-1200x1200.jpg,"seed: action=search; prior_decision=; prior_source= | r1:candidate/verify:pass log[Mk 654 Whi 13A Plug Top 3PIN. q:MK 654 WHI 13A plug top white Malaysia -> p:sierraplus.com.my/mk-654-13amp-plug-top-sirim-white opened: spec table 'MK/PT13A654 | 13Amp Plug Top | Sirim Yes | Casing Colour White', images 1200x1200 white plug top; p:hslelectrical.com.my/mk-654whi-13a-plug-top says 'MK 654WHI 13A PLUG TOP - SIRIM APPROVED *Made in MALAYSIA* Model : 654'; p:yhelectrical.com 'Brand：MK Model : 654 13Amp 250V Fused Plug'. OEM check: mkelectric.com (Honeywell UK) carries only UK range (646/647), Malaysian SIRIM 654 made by MK Electric (M) Sdn Bhd has NO online OEM product page anywhere -> dealer page acceptable under no-OEM rule. Model 654 + white + 13A + 3PIN all proven by page text and image -> A.] verifier[Sierra-Plus (M) Sdn Bhd wholesaler PDP 'MK 654 13Amp Plug Top [SIRIM] (White)' spec MK/PT13A654 brand MK 13A SIRIM literal vs code; img jpeg 1200x1200 128136B no thumbnail transform] | r1:gate-fail red:model_absent model variants ['3PIN', 'TOKENS:3PIN', 'PLUMK65413A'] absent from cached page text| r2:candidate/verify:pass log[tranche-2 bulk triage | sierraplus.com.my MK 654 13A plug top SIRIM white (1200px) | q:group searches logged in tranche-1 rows this session | p:https://www.sierraplus.com.my/mk-654-13amp-plug-top-sirim-white carried forward for programmatic reverify (bytes+dims+model-text) || VERIFIED: page200 img200 1200x1200px 128136B image/jpeg; cached-page quote 'MK654 @ ...ASEHREFWWWSIERRAPLUSCOMMYTITLEMK65413AMPPLUGTOPSIRIMWHI...'; unique-url/sha enforced] verifier[Sierra Plus (MK dealer) page contains ""MK-654""; JPG 1200x1200 125KB named mk-654-13amp-plug-top-sirim-white] | r3:exact-flag-repair verifier both=yes model: h1/title 'MK 654 13Amp Plug Top [SIRIM] (White)' match MK 654 13A; finish: yes — page claims '(White)' and photo shows a white 3-pin plug top with SIRIM sticker"
CUT-BLA-ECL-1218T,PCS,1|2,pending,https://camdentools.com/en-US/product/eclipse-aa45e-pred-pb-bimetal-hss-hacksaw-blades-18tpi-pack-of-100-TLS-ECL-AA45E-PRED-PB-EN_US,https://assets.r2.camdentools.com/media/58e4bcfa-8c48-4a99-9bd2-5e265dbe2d65-large.webp,"seed: action=search; prior_decision=; prior_source= | r1:candidate/verify:pass log[Eclipse Hacksaw Blade 12MM X 18T Predator (=12.5mm wide, 300mm long, 18TPI per mfr spec; item_code 1218T=12in/18T consistent). q:""Eclipse"" hacksaw blade 12mm 18T predator; q:Eclipse Predator EC-AA45EPRED; q:eclipsetools.com predator 18tpi -> model identified as ECL-AA45E-PRED-PB (aka EC-AA45EPRED Blackwoods Mfr#). p:camdentools.com product page opened: 'Eclipse AA45E-PRED-PB Predator Bimetal HSS Hacksaw Blades 18TPI... Blade Size: 300mm x 12.5mm x 0.63mm TPI 18', large webp asset. Official eclipsetools.com search returned no crawlable product URLs -> dealer page used under no-OEM-page-found rationale. Model+size proven; blade finish n/a -> B.] verifier[Camden Tools PDP 'Eclipse AA45E-PRED-PB Bimetal HSS Hacksaw Blades 18TPI (Pack of 100)' SKU TLS-ECL-AA45E-PRED-PB MPN AA45E-PRED-PB blade 300mm(=12in) x 18TPI pack 100 = code ECL 12in x 18T; specialist retailer with OEM MPN/GTIN not marketplace; img webp 1200x1200 57960B] | r1:gate-fail red:model_absent model variants ['18T', 'BLAECL1218T'] absent from cached page text| r2:pending log[tranche-2 bulk triage | camdentools global Eclipse AA45E Predator blade listing | q:group searches logged in tranche-1 rows this session | p:https://camdentools.com/en-US/product/eclipse-aa45e-pred-pb-bimetal-hss-hacksaw-blades-18tpi-pack-of-100-TLS-ECL-AA45E-PRED-PB-EN_US carried forward for programmatic reverify (bytes+dims+model-text) || AUTO-DEMOTED: model_absent in cached page text; keep leads p:https://camdentools.com/en-US/product/eclipse-aa45e-pred-pb-bimetal-hss-hacksaw-blades-18tpi-pack-of-100-TLS-ECL-AA45E-PRED-PB-EN_US]| r4:pending log[BLOCKER session: websearch provider HTTP429(parallel.ai) on 11 attempts over ~60min incl backoffs; alt engines bot-walled: Bing SERP query-unrelated junk, DDG html+lite captcha, Mojeek 403, Marginalia bot-gate loop, SearX.be/Startpage JS-verify, Ecosia 403; p:https://www.leeden.com.my/ fetched200 corporate weldin"
ABR-PAP-621-529,SHT,1,pending,,,"seed: action=search; prior_decision=; prior_source= | r1:pending log[G100 EWD Hand Sanding Sheet - sibling of pos 3278 (G800). q:""EWD"" wet dry sandpaper sheet Malaysia; q:""EWD"" hand sanding sheet abrasive -> no EWD-branded page anywhere; MY commodity suppliers citraoasis.com.my (230x280 P60-P2000) and toptoa.my sell identical spec sheets under TOA/Nitto/generic brands. EWD = untraceable local importer initials -> pending generic_unbranded.]| r4:pending log[BLOCKER session: websearch provider HTTP429(parallel.ai) on 11 attempts over ~60min incl backoffs; alt engines bot-walled: Bing SERP query-unrelated junk, DDG html+lite captcha, Mojeek 403, Marginalia bot-gate loop, SearX.be/Startpage JS-verify, Ecosia 403; p:https://www.leeden.com.my/ fetched200 corporate welding/safety site, no catalogue for this class; TIER2 intent q:'EWD G100 sanding sheet' UNRUN; sibling of 621-series]"
SHH-SINKER-NO.1,PCK,1,exhausted,,,"seed: action=search; prior_decision=; prior_source= | r1:reject log[Single Head Sinker No.1 (2PCS/PCK) fishing lead weight. q:fishing sinker single head lead Malaysia tackle -> Shopee/Lazada marketplace generic lead sinkers only; 'No.1' is a local size designation used by Malaysian tackle shops; no brand/OEM page exists. generic_unbranded -> reject.]| r4:pending log[BLOCKER session: websearch provider HTTP429(parallel.ai) on 11 attempts over ~60min incl backoffs; alt engines bot-walled: Bing SERP query-unrelated junk, DDG html+lite captcha, Mojeek 403, Marginalia bot-gate loop, SearX.be/Startpage JS-verify, Ecosia 403; p:https://www.leeden.com.my/ fetched200 corporate welding/safety site, no catalogue for this class; generic unbranded fishing sinker; mandated queries UNRUN -> generic_unbranded+search_down]| r5:exhausted log[q:""pemberat pancing no 1 loceng Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; marketplace/agro listings only ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
